   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.46835,             0.28524,             0.27074,             0.10581,            0.045438,            0.024526,            0.018622,             0.00752,                0.01,             0.90636,              0.0004,              2.9941,             0.63947,             0.11333,             0.03723,             0.38568,             0.84531,             0.74487,              1.1207,                 0.2,              5.7348,                   0,             0.01597,                 0.9,             0.40776,                   0,             0.10285,             0.57013,                   0,                   0,                   0,                 0.5,             0.86214,                   0,                   0,              3.2438
             0.46984,             0.26782,             0.27194,             0.10435,            0.056159,            0.026483,            0.018622,              0.0081,                0.01,             0.94921,             0.00046,              3.2144,             0.68157,             0.10085,             0.04647,             0.37685,              0.8023,             0.87654,             0.94749,                 0.2,               5.662,                   0,             0.01165,                 0.9,              0.5315,                   0,             0.08394,             0.45982,                   0,                   0,                   0,                 0.5,             0.77064,                   0,                   0,              3.3717
             0.32278,             0.32062,             0.25278,             0.09616,            0.056597,            0.021707,             0.01916,             0.00752,                0.01,             0.89692,             0.00045,              3.2144,             0.67295,             0.12375,             0.04552,              0.3515,             0.84671,             0.76263,             0.94121,                 0.2,              6.5458,                   0,             0.01281,             0.84796,             0.50602,                   0,             0.10707,             0.60017,                   0,                   0,                   0,                 0.5,             0.92416,                   0,                   0,              2.5778
             0.36787,             0.32027,             0.24301,            0.097546,            0.061183,            0.023291,            0.017979,             0.00784,             0.01399,             0.83248,             0.00049,              3.2421,             0.51316,             0.09557,             0.04936,             0.37685,             0.84671,             0.74658,              1.0671,                 0.2,              4.9519,                   0,             0.01362,             0.88428,             0.53731,                   0,             0.10271,             0.47612,                   0,                   0,                   0,                 0.5,             0.81108,                   0,                   0,                   2
             0.43788,             0.25633,             0.25327,             0.10508,            0.055717,            0.021517,            0.020238,             0.00734,                0.01,             0.91923,             0.00048,              3.1136,             0.59807,             0.10683,             0.04687,              0.3995,             0.81946,             0.74658,              1.0076,                 0.2,              5.1251,                   0,             0.01373,                 0.9,             0.47273,                   0,             0.09532,             0.64119,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.6438
             0.35683,             0.28977,             0.23865,            0.089698,            0.071649,             0.01778,            0.020893,             0.00625,                0.01,             0.93124,             0.00053,              3.1409,             0.57608,             0.10542,             0.05613,             0.45029,             0.66555,             0.80988,             0.67385,                 0.2,              5.8378,                   0,             0.01371,                 0.9,             0.49433,                   0,             0.07023,              0.4388,                   0,                   0,                   0,                 0.5,             0.97291,                   0,                   0,              2.1533
             0.43989,             0.27777,             0.27937,             0.10586,            0.065769,             0.02356,            0.019036,             0.00755,                0.01,             0.93073,             0.00052,              3.2741,             0.80271,             0.10542,             0.05321,             0.38943,             0.77834,             0.79749,             0.94121,                 0.2,              7.2476,                   0,             0.01263,             0.69847,             0.45309,                   0,             0.09149,             0.67153,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.35316,             0.33061,             0.28365,             0.10643,            0.053799,            0.017994,            0.017854,             0.00883,             0.01077,             0.89631,             0.00052,              3.2596,             0.59738,             0.10933,             0.04612,             0.38904,             0.71669,             0.71535,             0.83683,                 0.2,               4.928,                   0,             0.01613,             0.87486,             0.47365,                   0,             0.09149,             0.61021,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
              0.4367,             0.29757,             0.27012,             0.10932,            0.053197,            0.019016,            0.016592,             0.00548,                0.01,             0.86243,             0.00046,              3.1194,             0.74428,             0.07947,             0.04364,             0.35086,             0.84647,             0.76059,             0.84885,                 0.2,              6.2595,                   0,             0.01362,                 0.9,             0.51684,                   0,             0.09544,             0.61251,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              3.3871
             0.45747,             0.27276,             0.26334,             0.10087,            0.054613,            0.016466,            0.019577,             0.00647,                0.01,              0.8902,             0.00046,              3.2144,             0.51049,              0.0964,             0.04364,             0.37685,             0.84671,             0.52659,              1.1326,                 0.2,               5.662,                   0,             0.01355,             0.75669,             0.53478,                   0,             0.09169,             0.58379,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.8192
              0.3681,             0.33543,             0.29343,             0.11544,             0.04496,            0.016781,            0.017024,             0.00718,                0.01,             0.90636,             0.00043,              3.2385,             0.72118,             0.09584,             0.03803,              0.3687,             0.82487,             0.67974,             0.87059,                 0.2,              4.4052,                   0,             0.01312,                 0.9,              0.3719,                   0,             0.08466,             0.59284,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.4425
             0.33243,             0.30533,              0.2519,             0.10321,            0.053656,            0.021253,            0.018686,             0.00752,             0.01006,             0.91337,             0.00045,              3.2461,             0.59807,             0.10542,             0.04364,             0.37685,             0.84671,             0.73343,             0.93715,                 0.2,              5.8059,                   0,             0.01387,             0.89077,             0.48682,                   0,             0.09245,             0.55583,                   0,                   0,                   0,                 0.5,             0.92353,                   0,                   0,              2.7752
             0.41465,             0.30543,             0.27703,             0.10557,            0.052368,            0.023997,            0.015609,             0.00674,                0.01,             0.90636,             0.00054,              3.5944,             0.55574,             0.11507,             0.04291,              0.3335,             0.81559,             0.79988,              1.0208,                 0.2,               5.662,                   0,             0.01182,             0.88726,             0.51952,                   0,             0.08651,             0.54332,                   0,                   0,                   0,                 0.5,             0.95062,                   0,                   0,              3.1282
             0.36157,             0.29505,             0.27263,             0.10827,            0.052198,            0.019028,            0.020516,             0.00681,                0.01,              0.9095,             0.00042,              3.0095,             0.57664,             0.12464,             0.04364,             0.37685,              1.0014,               0.884,              0.6951,                 0.2,              5.2128,                   0,             0.01259,                 0.9,             0.55943,                   0,             0.09419,              0.6177,                   0,                   0,                   0,                 0.5,             0.93337,                   0,                   0,              2.5778
             0.33981,             0.31754,             0.26575,             0.11624,            0.053085,            0.021262,            0.019255,             0.00764,                0.01,             0.90636,             0.00046,              3.2036,             0.58236,             0.11068,             0.04364,             0.37685,             0.87464,             0.76442,             0.94121,                 0.2,               5.662,                   0,             0.01362,             0.88489,             0.49512,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.94747,                   0,                   0,              2.6549
             0.37138,             0.29992,             0.24922,             0.10196,            0.064511,            0.021392,            0.023721,             0.00649,             0.01185,             0.91169,             0.00046,              3.3758,             0.59807,             0.10542,             0.05122,             0.42124,             0.84671,             0.73133,             0.99056,                 0.2,              5.4125,                   0,              0.0121,                 0.9,             0.48765,                   0,             0.11079,             0.55811,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,               2.199
             0.33196,             0.35077,             0.26409,             0.10023,            0.055045,            0.020313,            0.019855,             0.00758,                0.01,             0.90784,             0.00046,              3.2001,             0.59807,              0.1039,             0.04382,             0.37429,             0.86726,             0.74936,             0.92868,                 0.2,              5.6701,                   0,             0.01347,             0.89735,             0.49385,                   0,             0.09044,             0.57013,                   0,                   0,                   0,                 0.5,             0.93091,                   0,                   0,              2.6564
             0.33222,              0.3038,             0.27335,             0.10548,            0.050424,            0.011755,            0.016775,             0.00557,                0.01,             0.94594,             0.00052,              3.8623,             0.54116,             0.09811,             0.04364,             0.37496,              0.7329,             0.60614,             0.69881,                 0.2,              4.1502,                   0,              0.0126,                 0.9,             0.54175,                   0,             0.08367,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.6969
             0.44764,             0.27065,             0.26541,             0.10475,            0.064916,            0.023081,            0.024561,             0.00658,             0.01281,             0.94794,             0.00053,              3.6363,             0.64786,             0.10682,             0.05459,             0.49033,             0.70675,             0.74658,             0.98392,                 0.2,               5.662,                   0,             0.01456,                 0.9,             0.48765,                   0,             0.07389,             0.60173,                   0,                   0,                   0,                 0.5,             0.76316,                   0,                   0,                   2
             0.35011,             0.30068,             0.24916,             0.10498,            0.056639,            0.020483,            0.020342,             0.00752,             0.01028,             0.91936,             0.00046,              3.0999,             0.60819,             0.10569,             0.04671,             0.37685,             0.88531,             0.72731,             0.92543,                 0.2,              5.7728,                   0,             0.01364,                 0.9,             0.47873,                   0,              0.0899,              0.5687,                   0,                   0,                   0,                 0.5,             0.90022,                   0,                   0,              2.5949
             0.45991,             0.27776,             0.26071,             0.10009,            0.058452,             0.02021,            0.014797,              0.0045,             0.01096,             0.95226,             0.00046,              3.3047,             0.64582,             0.10542,              0.0476,              0.2644,              1.0617,             0.74658,             0.94121,                 0.2,              5.5678,                   0,             0.01362,                 0.9,              0.4334,                   0,             0.07497,             0.67293,                   0,                   0,                   0,                 0.5,             0.71568,                   0,                   0,              2.5778
             0.48309,             0.29672,             0.27069,             0.10361,            0.054058,            0.021495,             0.02268,             0.00693,                0.01,             0.89721,             0.00048,              3.2144,              0.7108,             0.10542,             0.04364,             0.44632,             0.84671,             0.74658,             0.94121,                 0.2,               5.662,                   0,             0.01232,             0.85452,             0.61864,                   0,             0.09078,             0.57013,                   0,                   0,                   0,                 0.5,             0.97555,                   0,                   0,              2.1583
             0.43574,             0.34222,             0.29439,             0.11239,            0.053298,            0.020992,            0.019294,             0.00733,             0.01021,             0.90356,             0.00045,              3.2144,             0.60409,             0.10559,             0.04362,             0.38766,             0.89687,             0.74658,             0.91691,                 0.2,               5.662,                   0,             0.01466,                 0.9,             0.47371,                   0,             0.09239,             0.55856,                   0,                   0,                   0,                 0.5,             0.95283,                   0,                   0,              2.4811
              0.3213,             0.32558,             0.23077,            0.090768,            0.054195,            0.021149,            0.019067,             0.00752,             0.01048,             0.91281,             0.00046,              3.2695,             0.61522,             0.10617,             0.04244,             0.37253,             0.84671,             0.75465,             0.94429,                 0.2,              5.7802,                   0,             0.01364,             0.87716,             0.48898,                   0,             0.08847,             0.56147,                   0,                   0,                   0,                 0.5,             0.95764,                   0,                   0,              2.5578
             0.35392,              0.3245,              0.2526,             0.10734,            0.041162,            0.021102,            0.018046,             0.00627,              0.0129,             0.84333,             0.00036,              3.4796,             0.60627,             0.10731,             0.03548,             0.37685,             0.84671,             0.70463,              1.1682,                 0.2,              4.2469,                   0,             0.01423,                 0.9,             0.54669,                   0,             0.09284,              0.5438,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,                   2
             0.43578,             0.31317,             0.26299,              0.1009,            0.054774,            0.019483,            0.018914,             0.00729,             0.01004,             0.90376,             0.00048,              3.1498,             0.57323,             0.10479,             0.04505,             0.37467,              0.8917,             0.73221,             0.91404,                 0.2,              5.5695,                   0,             0.01357,                 0.9,             0.48986,                   0,             0.09241,             0.60844,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5778
             0.37185,             0.29357,                0.26,             0.10354,            0.054721,            0.021392,            0.019663,              0.0082,                0.01,             0.93993,             0.00045,              2.6564,             0.59807,             0.09604,             0.04364,             0.41558,             0.72833,             0.76806,             0.92375,                 0.2,              6.6281,                   0,             0.01362,             0.84737,             0.49605,                   0,             0.09149,             0.78334,                   0,                   0,                   0,                 0.5,             0.81996,                   0,                   0,              2.5097
             0.30227,             0.33248,             0.27166,             0.10873,            0.054872,            0.020327,             0.02047,             0.00752,             0.01047,             0.90127,             0.00048,              3.2601,             0.61403,             0.09652,             0.04552,             0.39356,             0.84671,             0.69131,             0.99091,                 0.2,              5.6211,                   0,             0.01289,                 0.9,             0.48765,                   0,             0.09486,             0.57013,                   0,                   0,                   0,                 0.5,             0.92889,                   0,                   0,              2.5778
             0.32333,             0.30984,             0.24567,             0.10074,            0.047189,            0.027257,            0.021894,             0.01079,                0.01,             0.92914,             0.00045,              3.2144,             0.59807,             0.12527,             0.03805,             0.41762,             0.84671,              0.9453,             0.88376,                 0.2,              5.3897,                   0,              0.0171,                 0.9,             0.32791,                   0,             0.09735,              0.5313,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,                   2
             0.38708,             0.28732,              0.2541,            0.090959,            0.061479,            0.018885,            0.017975,             0.00738,                0.01,             0.97829,              0.0004,              3.7869,             0.63117,             0.13982,              0.0518,             0.29173,              1.0444,             0.68401,             0.94121,                 0.2,               5.662,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.12228,              0.7054,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              3.0225
             0.35948,             0.32133,             0.25494,            0.097723,            0.056466,            0.022062,            0.025375,             0.00665,                0.01,             0.92754,             0.00046,              3.2144,             0.59807,             0.11039,              0.0452,             0.38765,              1.1646,             0.74658,             0.94141,                 0.2,              6.0613,                   0,             0.01648,             0.89766,             0.48765,                   0,             0.08867,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,                   2
             0.43655,             0.28607,             0.26319,             0.10764,            0.064109,            0.018084,            0.019708,             0.00907,                0.01,             0.90636,             0.00041,              3.0531,             0.67363,             0.13756,             0.05476,             0.39002,              0.8344,              0.6922,             0.90406,                 0.2,              5.3946,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.10086,             0.69511,                   0,                   0,                   0,                 0.5,             0.98619,                   0,                   0,              4.1833
             0.38403,             0.27779,              0.2527,              0.1012,            0.056379,            0.021729,            0.019457,             0.00744,             0.01007,             0.90484,             0.00046,              3.0534,             0.60598,             0.10699,             0.04519,             0.37099,             0.88655,             0.77057,             0.93431,                 0.2,              6.0363,                   0,             0.01368,             0.88223,             0.49899,                   0,             0.08855,             0.59691,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5778
             0.30577,             0.31588,             0.24531,            0.093006,            0.049107,            0.022386,            0.020057,             0.00733,                0.01,             0.90636,             0.00046,              3.0453,             0.63952,             0.09157,             0.03951,             0.37685,              0.8666,              0.7207,              1.0266,                 0.2,              5.2683,                   0,             0.01364,             0.74064,             0.47157,                   0,             0.09149,             0.52751,                   0,                   0,                   0,                 0.5,             0.82223,                   0,                   0,              2.4829
             0.40279,             0.35146,             0.27049,             0.10077,            0.053609,            0.012886,             0.01691,             0.00554,                0.01,             0.90636,             0.00046,              3.6135,             0.63282,             0.08812,             0.04364,             0.34563,             0.81633,             0.67921,             0.56466,                 0.2,              5.8786,                   0,             0.01362,                 0.9,              0.6079,                   0,             0.09614,             0.58582,                   0,                   0,                   0,                 0.5,             0.98839,                   0,                   0,                   2
             0.39552,             0.28098,             0.24924,            0.097424,            0.058258,            0.022661,            0.015452,             0.00646,             0.01221,             0.89305,             0.00036,              3.7765,             0.70731,              0.1143,             0.04561,             0.30804,             0.84671,             0.72536,              1.0446,                 0.2,              6.7472,                   0,             0.01297,                 0.9,             0.54693,                   0,               0.092,             0.48103,                   0,                   0,                   0,                 0.5,             0.69614,                   0,                   0,              3.7681
              0.3735,              0.3164,             0.26085,            0.097686,            0.053063,            0.021351,            0.018743,             0.00753,                0.01,              0.9064,             0.00046,              3.2147,             0.59822,             0.10541,             0.04365,             0.37693,              0.8454,             0.74639,             0.94077,                 0.2,               5.665,                   0,             0.01362,             0.89902,              0.4875,                   0,             0.09129,             0.57063,                   0,                   0,                   0,                 0.5,             0.93328,                   0,                   0,              2.5842
             0.38927,             0.25317,             0.23464,            0.089892,            0.053437,            0.020693,            0.019811,             0.00754,                0.01,             0.90172,             0.00046,              3.2144,             0.60783,               0.107,             0.04364,             0.37685,             0.83265,             0.74658,             0.94121,                 0.2,              5.6981,                   0,             0.01341,                 0.9,             0.49539,                   0,             0.09353,             0.59069,                   0,                   0,                   0,                 0.5,             0.94229,                   0,                   0,               2.582
              0.3095,             0.32679,              0.2448,            0.086275,            0.050601,            0.020684,            0.016103,             0.00593,                0.01,             0.88566,              0.0005,              3.1666,             0.55131,             0.12963,             0.04364,              0.3546,             0.74532,             0.79466,               1.064,                 0.2,              3.9837,                   0,              0.0114,                 0.9,             0.54537,                   0,             0.07619,              0.4949,                   0,                   0,                   0,                 0.5,             0.91677,                   0,                   0,              2.7416
             0.36938,             0.32841,             0.25386,             0.10479,            0.052115,            0.021359,            0.022606,             0.00855,                0.01,             0.90636,             0.00048,              2.8027,             0.55078,             0.10542,             0.04364,             0.44277,             0.84671,             0.74658,             0.94121,                 0.2,              5.8531,                   0,             0.01535,                 0.9,             0.47244,                   0,             0.13459,             0.52044,                   0,                   0,                   0,                 0.5,             0.73611,                   0,                   0,              2.5778
              0.4212,             0.31218,             0.28319,             0.11289,            0.053278,            0.020497,            0.017928,             0.00752,             0.01015,             0.90636,             0.00048,              3.2095,             0.62194,             0.10542,             0.04393,             0.37153,             0.84671,             0.71772,             0.93059,                 0.2,              5.8954,                   0,             0.01369,             0.89654,             0.47488,                   0,             0.09296,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.6362
             0.38445,             0.27832,             0.25091,            0.099654,             0.05087,            0.017885,            0.024554,             0.00752,             0.01194,              0.8747,             0.00043,               3.018,             0.52756,             0.09584,             0.04417,             0.45303,             0.97444,             0.67681,             0.94121,                 0.2,              4.5588,                   0,             0.01362,                 0.9,             0.43811,                   0,             0.09149,             0.48368,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.2335
             0.39091,             0.29567,             0.25673,             0.10721,             0.05456,            0.022557,            0.018495,             0.00641,                0.01,             0.85443,             0.00044,              3.3154,             0.55154,             0.09169,             0.04458,             0.37685,             0.80371,             0.77546,             0.97291,                 0.2,              5.8655,                   0,             0.01448,             0.82463,             0.46212,                   0,             0.09296,             0.57013,                   0,                   0,                   0,                 0.5,             0.89354,                   0,                   0,              2.2062
             0.38552,             0.23398,             0.22931,            0.093219,            0.065949,            0.017037,            0.011527,             0.00662,             0.01037,             0.90636,             0.00036,              2.9021,             0.76753,             0.09421,             0.05312,             0.23555,             0.88002,             0.69605,             0.78087,                 0.2,              5.9224,                   0,             0.01396,                 0.9,                0.45,                   0,             0.09149,             0.62339,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1174
             0.35447,             0.31959,             0.25987,             0.10052,            0.063229,            0.018313,            0.016472,             0.00545,                0.01,             0.89148,             0.00042,              3.1457,             0.66263,             0.11345,             0.05135,             0.35029,             0.77579,             0.72899,             0.77659,                 0.2,              6.9275,                   0,             0.00948,                 0.9,             0.48765,                   0,             0.10559,             0.47957,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5017
              0.4203,             0.27198,             0.26428,             0.10374,            0.059116,            0.018246,            0.020968,             0.00752,                0.01,             0.90636,             0.00046,              3.1126,             0.59807,             0.11689,             0.04904,             0.43876,             0.79874,             0.74658,             0.81983,                 0.2,               5.328,                   0,             0.01362,             0.86608,             0.47965,                   0,             0.09225,             0.63693,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.35494,             0.31793,              0.2413,            0.097191,            0.061681,              0.0192,             0.01445,             0.00732,                0.01,             0.83213,             0.00044,              3.8306,             0.66605,             0.10897,             0.05056,             0.27424,             0.97636,             0.75173,             0.81684,                 0.2,               5.662,                   0,             0.01469,             0.89343,             0.43311,                   0,             0.07977,             0.44794,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.0347
             0.35867,             0.28623,             0.23248,            0.087858,            0.028331,            0.024088,            0.018337,             0.00463,             0.01343,             0.88449,             0.00045,              4.8838,             0.59807,             0.10542,             0.02167,             0.37685,             0.84671,             0.91868,             0.86967,                 0.2,              6.6587,                   0,             0.00887,             0.85391,             0.48765,                   0,             0.09175,              0.6674,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.36915,             0.33096,             0.26177,            0.095181,            0.052951,            0.021402,            0.018291,             0.00724,                0.01,             0.90636,             0.00046,              3.2144,             0.59807,             0.10417,             0.04229,               0.378,             0.81129,             0.75743,             0.94685,                 0.2,              5.5911,                   0,             0.01374,             0.81965,             0.51574,                   0,             0.09536,             0.58275,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5073
             0.40306,             0.29293,             0.26693,             0.10519,            0.054112,            0.018486,             0.02029,             0.00752,                0.01,             0.91862,             0.00046,              3.5209,             0.49586,             0.11078,             0.04364,             0.37543,             0.87595,             0.63401,             0.94121,                 0.2,              6.6599,                   0,             0.01224,                 0.9,             0.47831,                   0,              0.0905,             0.54526,                   0,                   0,                   0,                 0.5,             0.92647,                   0,                   0,              2.9368
             0.34522,             0.29538,             0.25755,            0.099808,            0.054566,            0.022825,            0.015933,             0.00719,             0.01122,                0.98,             0.00046,              3.9142,             0.66049,             0.09831,             0.04364,             0.31586,             0.84671,             0.90757,             0.81761,                 0.2,              6.2609,                   0,             0.01546,                 0.9,             0.34412,                   0,             0.09837,             0.50192,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.1931
             0.41042,             0.31189,             0.27681,              0.1065,            0.061946,            0.018092,            0.018177,              0.0063,                0.01,             0.90636,             0.00046,              3.7619,             0.64861,             0.10542,             0.04927,             0.37105,             0.80264,              0.6371,             0.96417,                 0.2,              5.8355,                   0,             0.01232,             0.89278,             0.45252,                   0,             0.08405,             0.51964,                   0,                   0,                   0,                 0.5,             0.78645,                   0,                   0,              2.2489
             0.40974,             0.28267,              0.2583,            0.094363,              0.0475,            0.028244,            0.018081,             0.00752,             0.01243,             0.86853,              0.0004,              3.2144,             0.62591,             0.10542,             0.03787,             0.40879,             0.72999,              1.0108,             0.94121,                 0.2,               5.662,                   0,             0.01301,                 0.9,             0.53763,                   0,             0.10265,             0.55714,                   0,                   0,                   0,                 0.5,             0.97511,                   0,                   0,              2.5523
             0.39127,             0.31271,             0.25821,             0.10201,            0.051392,            0.017325,            0.023897,             0.00605,                0.01,             0.88957,             0.00054,              3.4879,             0.59807,              0.1057,             0.04364,              0.4338,             0.98892,             0.65578,             0.87729,                 0.2,               5.662,                   0,             0.01396,                 0.9,             0.48765,                   0,             0.08187,               0.641,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              4.2504
              0.3449,             0.28493,             0.24676,            0.095227,            0.057501,            0.025178,            0.018081,             0.00752,                0.01,              0.9436,             0.00043,              3.2144,             0.71865,             0.11202,             0.04761,             0.36788,             0.72029,             0.83582,             0.97309,                 0.2,              4.7298,                   0,             0.01229,                 0.9,             0.30314,                   0,             0.08041,             0.40658,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.47919,             0.27147,             0.28026,             0.11407,            0.052035,            0.021295,            0.019155,             0.00744,                0.01,              0.9093,             0.00046,               3.177,             0.59977,             0.10525,             0.04296,             0.37265,             0.86083,             0.76014,             0.93813,                 0.2,              5.6312,                   0,             0.01361,             0.89679,             0.48765,                   0,             0.09065,             0.57373,                   0,                   0,                   0,                 0.5,              0.9276,                   0,                   0,              2.5151
             0.41405,             0.29288,             0.26183,             0.10116,             0.05054,            0.020978,            0.018281,             0.00771,             0.01001,             0.90636,             0.00044,              3.3162,             0.61978,             0.10987,             0.04157,             0.35913,              0.8698,             0.75978,             0.94121,                 0.2,              5.4606,                   0,             0.01436,                 0.9,             0.46494,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.91217,                   0,                   0,              2.6679
             0.42062,                0.29,             0.26947,             0.10831,            0.054097,            0.021819,            0.018711,             0.00752,                0.01,             0.90709,             0.00046,              3.2231,             0.60567,             0.10472,              0.0439,             0.38252,             0.85489,             0.75988,             0.95976,                 0.2,              5.6396,                   0,             0.01332,             0.89058,             0.48785,                   0,             0.09149,             0.58251,                   0,                   0,                   0,                 0.5,              0.9367,                   0,                   0,              2.5435
             0.36073,             0.33521,             0.27264,             0.10944,             0.05209,             0.02104,            0.019208,             0.00764,                0.01,             0.91603,             0.00046,              3.4428,             0.59917,             0.11404,             0.04253,             0.40317,             0.84671,             0.70578,             0.95288,                 0.2,              5.9478,                   0,             0.01352,                 0.9,             0.50418,                   0,             0.09412,             0.60441,                   0,                   0,                   0,                 0.5,             0.93406,                   0,                   0,              2.4782
             0.42606,              0.2709,             0.25634,              0.1064,            0.056984,            0.019842,            0.019152,             0.00752,                0.01,             0.90636,             0.00043,              3.1903,             0.60345,             0.10728,             0.04529,             0.39121,             0.84671,             0.74658,             0.85794,                 0.2,              5.7008,                   0,             0.01324,                 0.9,             0.47101,                   0,             0.08861,              0.6147,                   0,                   0,                   0,                 0.5,               0.922,                   0,                   0,              2.0953
