   metrics/precision,      metrics/recall,     metrics/mAP_0.5,metrics/mAP_0.5:0.95,        val/box_loss,        val/obj_loss,        val/cls_loss,                 lr0,                 lrf,            momentum,        weight_decay,       warmup_epochs,     warmup_momentum,      warmup_bias_lr,                 box,                 cls,              cls_pw,                 obj,              obj_pw,               iou_t,            anchor_t,            fl_gamma,               hsv_h,               hsv_s,               hsv_v,             degrees,           translate,               scale,               shear,         perspective,              flipud,              fliplr,              mosaic,               mixup,          copy_paste,             anchors
             0.34006,             0.30006,             0.24933,             0.10073,            0.049286,            0.021892,             0.01897,             0.00825,                0.01,             0.96598,             0.00046,              2.6088,             0.53482,             0.10542,             0.03953,             0.31912,              1.0181,             0.74658,             0.94529,                 0.2,                5.58,                   0,             0.01362,             0.61653,             0.50723,                   0,             0.05628,             0.57013,                   0,                   0,                   0,                 0.5,              0.9448,                   0,                   0,              2.5515
             0.37084,             0.30783,             0.24582,             0.10205,            0.052953,            0.026731,            0.018718,             0.00753,             0.01121,              0.9005,             0.00048,              3.4531,             0.59145,             0.10256,             0.04365,               0.395,             0.88405,             0.86499,              1.1097,                 0.2,              5.1423,                   0,              0.0174,                 0.9,             0.48765,                   0,             0.07258,             0.55518,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              3.7602
             0.44795,             0.24689,             0.25958,             0.10558,            0.064189,            0.024468,            0.021571,             0.00824,                0.01,             0.90694,             0.00046,              2.9246,             0.66766,             0.07983,              0.0519,             0.44922,             0.84671,             0.85547,             0.94121,                 0.2,               5.662,                   0,             0.01498,             0.88012,             0.60165,                   0,             0.08962,             0.57416,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.4488
             0.41152,             0.28531,             0.23208,             0.10066,            0.067613,            0.024764,             0.01561,             0.00752,                0.01,             0.91986,             0.00034,              3.0909,             0.58641,             0.10279,             0.05567,             0.28707,             0.93304,             0.83479,             0.93989,                 0.2,               5.446,                   0,             0.01369,             0.84487,             0.53119,                   0,              0.0943,              0.5325,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.4949
             0.38134,             0.34073,             0.27932,             0.10902,            0.053846,             0.01927,            0.016423,             0.00752,              0.0112,             0.87385,             0.00044,              3.2118,             0.59807,             0.09869,             0.04436,             0.34158,             0.82902,             0.74658,             0.88108,                 0.2,              5.9507,                   0,             0.01425,                 0.9,             0.48765,                   0,              0.0922,             0.56586,                   0,                   0,                   0,                 0.5,             0.97567,                   0,                   0,              2.5778
             0.36457,             0.30232,             0.25096,              0.1041,            0.055315,            0.024505,            0.018902,             0.00767,                0.01,             0.90636,             0.00046,              3.3027,             0.57648,             0.10295,             0.04631,             0.37484,             0.78779,             0.79449,             0.97488,                 0.2,              5.7525,                   0,             0.01403,             0.88716,             0.46903,                   0,             0.08852,              0.5902,                   0,                   0,                   0,                 0.5,              0.9243,                   0,                   0,              2.5365
             0.40686,             0.33275,             0.28157,             0.11293,            0.058098,            0.020783,             0.01932,               0.007,             0.01031,             0.86762,              0.0005,              3.2144,             0.62052,             0.10542,             0.04886,             0.40315,             0.84671,             0.78192,             0.92598,                 0.2,               5.662,                   0,             0.01295,             0.84098,             0.48638,                   0,             0.08536,             0.56775,                   0,                   0,                   0,                 0.5,             0.98499,                   0,                   0,              2.9812
             0.42911,             0.29876,             0.27279,             0.11216,            0.046632,            0.024955,            0.017829,             0.00565,                0.01,                0.91,             0.00043,               4.058,             0.53388,             0.09227,             0.03938,             0.38121,             0.83973,             0.95453,             0.96133,                 0.2,               4.447,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.36914,             0.30316,             0.29266,             0.11449,            0.051903,            0.021525,            0.017634,             0.00749,                0.01,             0.91191,             0.00046,              2.9777,             0.60479,             0.10542,             0.04364,             0.36228,             0.81312,             0.78167,             0.93208,                 0.2,              5.7416,                   0,             0.01315,                 0.9,              0.5372,                   0,             0.08888,             0.59052,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5778
             0.36764,             0.31089,             0.24001,             0.10095,            0.064788,            0.018459,            0.020799,             0.00786,                0.01,             0.87968,              0.0005,              3.2681,             0.58647,             0.10515,             0.05341,             0.37685,             0.89234,             0.68986,             0.87092,                 0.2,              6.0015,                   0,             0.01348,                 0.9,             0.56615,                   0,             0.08697,             0.64291,                   0,                   0,                   0,                 0.5,             0.99716,                   0,                   0,              2.1752
             0.40364,             0.33807,             0.28453,             0.11366,             0.05364,            0.021641,            0.019371,             0.00746,                0.01,             0.88817,             0.00045,              2.9515,             0.58873,             0.10542,             0.04338,             0.37685,             0.86728,             0.74658,             0.94121,                 0.2,              5.7595,                   0,             0.01433,             0.87746,               0.459,                   0,             0.08709,             0.56021,                   0,                   0,                   0,                 0.5,             0.91559,                   0,                   0,              2.1454
             0.34364,             0.32545,             0.24682,             0.10407,            0.053134,            0.027087,            0.019108,              0.0086,                0.01,             0.90325,             0.00046,              3.2144,             0.58371,             0.10542,              0.0419,             0.35609,             0.84122,             0.80653,              1.0964,                 0.2,               5.662,                   0,             0.01266,             0.75545,             0.48765,                   0,             0.10547,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,                   2
             0.44913,             0.27309,             0.27184,             0.10893,            0.053179,            0.022164,            0.019023,             0.00752,                0.01,             0.90636,             0.00046,              3.2144,             0.55214,             0.10379,             0.04278,             0.38375,             0.82285,             0.78132,             0.94353,                 0.2,              5.9675,                   0,             0.01372,                 0.9,             0.45606,                   0,              0.0928,             0.55932,                   0,                   0,                   0,                 0.5,             0.95967,                   0,                   0,              2.7027
              0.3851,             0.30084,              0.2587,             0.10573,            0.054484,            0.021253,            0.017355,             0.00797,             0.01022,             0.90502,             0.00045,              3.2144,             0.57497,             0.10464,              0.0441,             0.36645,             0.84671,             0.74658,             0.94121,                 0.2,              5.7218,                   0,              0.0132,              0.8722,             0.49477,                   0,             0.09165,             0.57555,                   0,                   0,                   0,                 0.5,             0.94775,                   0,                   0,              2.6029
             0.43677,             0.29915,             0.28496,             0.10506,            0.052795,             0.02098,            0.017544,             0.00752,             0.01002,             0.90074,             0.00046,               3.276,             0.60028,             0.10117,             0.04275,             0.37775,             0.84218,             0.76558,             0.93128,                 0.2,               5.662,                   0,             0.01362,                 0.9,             0.48828,                   0,             0.09058,             0.56889,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,               2.621
             0.41602,             0.29624,             0.27048,             0.10231,            0.052713,            0.016189,            0.020744,             0.00908,             0.01122,             0.93636,             0.00046,              3.7694,             0.59804,             0.10542,             0.04364,             0.37685,             0.88779,               0.721,             0.77416,                 0.2,              4.8334,                   0,             0.01147,             0.80065,             0.52247,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.91477,                   0,                   0,               2.836
             0.38097,             0.28138,             0.26188,             0.10325,             0.05336,            0.017719,            0.014365,             0.00752,                0.01,             0.90636,             0.00044,              3.2144,             0.64601,             0.08468,             0.04195,             0.29186,             0.84671,             0.62641,             0.88335,                 0.2,              7.8964,                   0,             0.01388,                 0.9,             0.48765,                   0,             0.06825,             0.57013,                   0,                   0,                   0,                 0.5,             0.97709,                   0,                   0,              2.9464
             0.37898,             0.27365,             0.26267,             0.10367,            0.063183,            0.025624,            0.014994,             0.00738,             0.01049,             0.88297,             0.00044,              3.1445,             0.82362,             0.11679,              0.0508,              0.3061,             0.84671,             0.74658,              1.2007,                 0.2,              6.0519,                   0,             0.01186,                 0.9,             0.43824,                   0,             0.08588,               0.557,                   0,                   0,                   0,                 0.5,             0.80243,                   0,                   0,              3.2914
             0.34302,             0.29916,             0.26578,             0.10712,            0.053776,            0.013501,            0.022386,             0.00681,             0.01263,             0.94376,             0.00046,              3.6199,             0.54784,             0.10542,             0.04364,             0.38334,             0.97481,             0.76968,                 0.5,                 0.2,              7.0538,                   0,             0.01362,                 0.9,             0.48642,                   0,             0.08967,             0.61571,                   0,                   0,                   0,                 0.5,             0.95992,                   0,                   0,              2.2768
              0.4237,             0.31347,             0.28897,             0.11531,            0.049734,            0.015411,            0.018973,             0.00752,             0.01107,             0.91822,             0.00046,              2.6513,              0.7264,             0.09621,             0.04187,             0.38012,             0.84671,             0.56784,             0.95269,                 0.2,              5.3357,                   0,             0.01518,                 0.9,             0.43075,                   0,             0.07174,             0.77892,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.9983
             0.42458,             0.27065,              0.2671,             0.10338,             0.05337,            0.021584,            0.020996,             0.00752,                0.01,             0.95558,             0.00046,              3.2673,             0.59807,             0.08559,             0.04364,             0.39108,             0.84671,             0.74658,             0.90959,                 0.2,               5.662,                   0,             0.01362,                 0.9,             0.53034,                   0,             0.09666,             0.52313,                   0,                   0,                   0,                 0.5,             0.91892,                   0,                   0,                   2
             0.36159,             0.31527,             0.26602,             0.10993,            0.053297,            0.022512,            0.021184,             0.00752,             0.01083,             0.88265,             0.00045,              2.9756,             0.55103,             0.11788,             0.04364,             0.40893,             0.84671,              0.7875,             0.90706,                 0.2,              5.7876,                   0,             0.01362,             0.85257,             0.48765,                   0,             0.09257,             0.58341,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.2952
             0.51795,               0.287,             0.27359,             0.10504,            0.049981,            0.014234,            0.023189,             0.00669,                0.01,             0.90636,             0.00046,              2.9018,             0.48358,             0.10162,             0.04273,             0.45856,             0.84937,              0.5372,             0.95863,                 0.2,              4.7009,                   0,             0.01169,                 0.9,             0.48765,                   0,             0.09608,             0.54688,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              3.8832
             0.43362,             0.30126,             0.27669,             0.10858,            0.046801,            0.023973,            0.019286,             0.00737,                0.01,             0.84306,             0.00044,              3.1768,             0.49474,             0.09496,             0.03729,             0.40867,             0.72131,              0.8529,             0.94121,                 0.2,              5.8483,                   0,             0.01315,             0.56674,             0.38872,                   0,             0.08864,             0.71006,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.4615
             0.42469,             0.27365,             0.26054,             0.10068,            0.063082,            0.024521,             0.01896,             0.00752,                0.01,             0.94219,             0.00048,              3.1698,             0.53623,             0.09701,             0.05098,             0.37685,             0.84671,             0.76973,              1.0717,                 0.2,               5.662,                   0,             0.01362,              0.8553,             0.44789,                   0,             0.08878,             0.56933,                   0,                   0,                   0,                 0.5,              0.8402,                   0,                   0,              2.6805
             0.34118,              0.3289,             0.26435,             0.10386,             0.05361,            0.020192,            0.018487,             0.00754,                0.01,             0.90809,             0.00046,              3.2005,             0.59928,             0.10573,             0.04323,             0.37495,             0.83532,             0.74658,             0.93322,                 0.2,               5.662,                   0,             0.01354,              0.8954,             0.48867,                   0,             0.09145,             0.57125,                   0,                   0,                   0,                 0.5,             0.92778,                   0,                   0,              2.5724
              0.5014,             0.25152,             0.26336,             0.10448,            0.044716,            0.018165,            0.018148,             0.00901,                0.01,             0.95967,             0.00052,              3.1179,             0.51496,             0.10542,             0.03742,             0.36762,             0.79061,             0.74658,             0.88065,                 0.2,              4.5067,                   0,             0.01228,                 0.9,             0.49443,                   0,             0.09149,             0.53779,                   0,                   0,                   0,                 0.5,             0.95056,                   0,                   0,              2.5778
             0.41651,             0.24705,             0.25091,            0.096695,            0.053044,            0.022627,            0.028746,             0.00709,              0.0117,             0.93488,             0.00029,              3.2144,             0.60484,             0.10228,             0.04205,             0.49422,             0.84671,             0.84808,             0.90143,                 0.2,               5.662,                   0,             0.01593,             0.89285,             0.48765,                   0,             0.11378,             0.55433,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              4.0139
             0.41005,              0.3231,             0.26844,             0.11027,             0.05419,            0.024757,            0.019881,             0.00707,                0.01,             0.91555,             0.00046,               3.053,             0.60958,             0.10542,             0.04411,             0.38256,             0.94179,             0.77619,             0.98803,                 0.2,               6.549,                   0,             0.01554,              0.7885,             0.66215,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.3251
             0.39797,             0.30274,             0.26917,             0.10621,            0.049996,            0.021447,             0.01954,             0.00766,                0.01,             0.90852,             0.00046,              2.9585,             0.64027,             0.10157,             0.04096,             0.37031,             0.88771,             0.74673,             0.94121,                 0.2,              5.4947,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.09149,             0.54777,                   0,                   0,                   0,                 0.5,             0.91605,                   0,                   0,               2.498
             0.45139,              0.2934,             0.26915,              0.1085,            0.053904,            0.020802,            0.018332,             0.00754,                0.01,             0.90649,             0.00046,              3.2144,             0.59883,             0.10542,             0.04366,             0.37992,             0.83537,             0.74824,             0.93249,                 0.2,              5.6789,                   0,             0.01368,                 0.9,              0.4824,                   0,             0.09149,             0.57013,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.6715
             0.42238,             0.31376,             0.26999,             0.10586,            0.052659,              0.0212,            0.020251,             0.00771,             0.01009,             0.91352,             0.00046,              3.2048,             0.59778,             0.10627,             0.04347,             0.37831,             0.85139,             0.73976,             0.94121,                 0.2,              5.6807,                   0,              0.0134,             0.88498,             0.48692,                   0,             0.08952,             0.56532,                   0,                   0,                   0,                 0.5,              0.9229,                   0,                   0,              2.5778
              0.3692,             0.30731,             0.25832,            0.099803,            0.053557,            0.021066,            0.018999,             0.00748,                0.01,             0.91054,             0.00046,              3.2144,             0.57906,              0.1058,             0.04364,             0.38478,             0.84671,             0.76652,             0.91886,                 0.2,              5.6632,                   0,             0.01384,                 0.9,             0.47798,                   0,             0.09149,             0.59147,                   0,                   0,                   0,                 0.5,              0.9461,                   0,                   0,              2.5778
             0.41138,             0.30461,             0.26601,            0.097198,            0.057138,            0.023279,            0.022184,             0.00752,             0.01092,             0.93422,             0.00048,              3.3855,              0.5677,             0.10045,             0.04556,             0.40565,             0.97727,             0.76452,             0.99811,                 0.2,              6.9644,                   0,             0.01449,             0.82274,             0.51484,                   0,             0.08814,             0.63634,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5579
             0.38147,             0.28636,              0.2622,             0.10963,            0.053482,            0.020913,            0.017567,             0.00757,                0.01,             0.89878,             0.00041,              3.0532,             0.63254,             0.10258,             0.04475,             0.36631,             0.81327,             0.74658,             0.93987,                 0.2,              5.5671,                   0,             0.01254,                 0.9,             0.49156,                   0,             0.09235,              0.5857,                   0,                   0,                   0,                 0.5,             0.98593,                   0,                   0,              3.0808
             0.41326,             0.26888,             0.25272,            0.099563,            0.055363,            0.018156,            0.019454,             0.00682,                0.01,              0.9535,             0.00035,              2.4728,             0.53781,             0.10044,             0.04839,             0.44977,             0.54945,             0.80976,             0.87533,                 0.2,              3.5335,                   0,             0.01181,             0.77986,             0.52101,                   0,             0.09741,             0.57013,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,               2.383
             0.36981,             0.27816,             0.24577,            0.099328,            0.052273,            0.018703,            0.023749,             0.00815,                0.01,             0.97923,             0.00046,              2.0559,             0.47143,             0.08779,              0.0426,             0.43429,             0.85656,             0.74658,             0.83925,                 0.2,              6.4379,                   0,             0.01383,                 0.9,             0.40064,                   0,             0.09624,             0.65742,                   0,                   0,                   0,                 0.5,             0.96362,                   0,                   0,              3.4929
             0.49159,             0.27932,             0.28154,             0.10524,            0.050619,            0.021822,            0.020801,              0.0075,             0.01003,             0.91276,             0.00046,               3.393,             0.60268,             0.10542,             0.04114,             0.39541,             0.84219,             0.78109,             0.94121,                 0.2,              5.6765,                   0,             0.01383,                 0.9,              0.4704,                   0,             0.09054,             0.57128,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.7541
             0.47077,             0.31102,             0.27319,             0.10217,            0.051221,            0.017685,            0.018309,             0.00719,              0.0105,             0.88619,             0.00045,              2.9573,             0.62345,             0.10067,             0.04092,             0.38568,             0.81285,             0.64749,             0.85942,                 0.2,              6.2761,                   0,             0.01212,             0.87067,             0.48765,                   0,             0.08666,             0.53926,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.3092
             0.41443,             0.28531,               0.281,             0.10099,            0.054296,            0.019426,            0.021615,             0.00847,                0.01,             0.95863,             0.00046,              3.2698,             0.60136,             0.10778,             0.04391,             0.40742,             0.83277,             0.74658,             0.89113,                 0.2,              5.2724,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.09125,             0.54077,                   0,                   0,                   0,                 0.5,             0.91788,                   0,                   0,              2.5778
             0.43254,             0.27176,              0.2654,              0.1077,            0.048907,            0.028452,            0.016309,             0.00932,                0.01,             0.87208,             0.00046,              2.8556,             0.52595,             0.10563,             0.03995,             0.31559,             0.84671,             0.89931,              1.0561,                 0.2,              4.7206,                   0,             0.01563,             0.77665,             0.46807,                   0,             0.09149,             0.55567,                   0,                   0,                   0,                 0.5,             0.79892,                   0,                   0,              2.0575
             0.43839,             0.28912,             0.26004,             0.10878,            0.055476,            0.020317,             0.01915,             0.00693,             0.01019,             0.90335,             0.00046,              3.0756,             0.61483,             0.10656,              0.0458,             0.38229,             0.84671,               0.735,             0.95818,                 0.2,              5.3987,                   0,             0.01355,              0.8776,             0.48765,                   0,             0.09363,             0.57527,                   0,                   0,                   0,                 0.5,             0.94604,                   0,                   0,              2.5778
             0.36089,             0.32714,             0.28243,             0.10605,            0.054856,            0.019456,            0.019703,             0.00752,             0.01021,             0.90329,             0.00048,              3.2144,             0.62837,             0.10542,             0.04364,              0.3837,              0.8412,             0.70933,             0.94121,                 0.2,              5.7713,                   0,             0.01362,                 0.9,              0.4818,                   0,             0.09474,             0.57013,                   0,                   0,                   0,                 0.5,             0.95168,                   0,                   0,              2.5778
             0.53239,             0.27173,             0.26935,             0.10834,            0.042907,            0.021451,            0.018854,             0.00752,                0.01,              0.8623,             0.00047,              3.6194,             0.59807,              0.1216,             0.03474,             0.38794,             0.81055,             0.63562,              1.1964,                 0.2,               5.662,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.12143,             0.60521,                   0,                   0,                   0,                 0.5,             0.82927,                   0,                   0,                   2
             0.45493,             0.27563,             0.26059,             0.10797,            0.053292,            0.020859,            0.018952,             0.00752,             0.01122,             0.92147,             0.00049,              3.3336,             0.59807,             0.10886,             0.04317,             0.37685,             0.78839,             0.72368,             0.94121,                 0.2,               5.662,                   0,             0.01362,                 0.9,             0.40773,                   0,             0.10385,             0.51764,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.1313
             0.43294,             0.27309,             0.25574,             0.09654,            0.047492,            0.023738,            0.024542,             0.00788,             0.01147,             0.92165,             0.00051,              3.2144,             0.40768,             0.11451,             0.03875,             0.45835,             0.84671,             0.77727,              1.0126,                 0.2,              5.8789,                   0,             0.01367,             0.79842,             0.48765,                   0,              0.0889,             0.63295,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.5778
              0.3633,             0.32373,             0.23352,            0.095909,            0.046145,             0.01897,            0.017935,              0.0077,             0.01002,             0.90636,             0.00056,              2.6717,             0.59807,             0.10542,             0.03952,             0.37745,             0.69867,             0.74658,             0.90638,                 0.2,              4.7085,                   0,             0.01672,                 0.9,             0.46079,                   0,              0.1016,             0.63149,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.7066
             0.40487,             0.32286,             0.27474,             0.10531,            0.056277,            0.024236,            0.018468,             0.00765,                0.01,             0.95156,             0.00045,              3.2144,             0.77611,             0.09974,             0.04666,             0.37685,             0.84671,             0.80881,             0.97141,                 0.2,              5.9781,                   0,             0.01409,                 0.9,             0.48765,                   0,             0.09149,              0.6352,                   0,                   0,                   0,                 0.5,             0.85173,                   0,                   0,                   2
             0.39261,             0.29341,             0.25943,             0.10682,            0.052747,            0.021288,            0.019836,             0.00685,                0.01,             0.93526,             0.00045,              3.5477,             0.63427,             0.10542,             0.04279,             0.40613,             0.84738,             0.75054,             0.94121,                 0.2,               5.662,                   0,             0.01559,                 0.9,             0.51402,                   0,             0.08949,              0.5708,                   0,                   0,                   0,                 0.5,             0.78821,                   0,                   0,              2.5778
             0.36694,             0.29016,             0.24451,            0.092411,            0.055217,            0.033258,            0.020626,             0.00756,                0.01,             0.90636,             0.00056,              3.2144,             0.55876,             0.14418,             0.04364,             0.44937,             0.66371,             0.85391,              1.2675,                 0.2,              6.0415,                   0,              0.0092,                 0.9,              0.4738,                   0,             0.08032,             0.46146,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.5778
             0.36772,             0.33934,             0.27243,               0.105,            0.054736,            0.026401,            0.018534,             0.00671,             0.01133,             0.89164,             0.00043,              3.3323,             0.61146,             0.10542,             0.04372,             0.37685,             0.74038,             0.79208,              1.1597,                 0.2,              5.7615,                   0,             0.01362,             0.73249,             0.48219,                   0,             0.07955,             0.48428,                   0,                   0,                   0,                 0.5,             0.67043,                   0,                   0,              2.5778
             0.38045,             0.26949,             0.25268,             0.10117,            0.053403,              0.0217,            0.019253,              0.0075,             0.01001,             0.90562,             0.00047,              3.2999,             0.60707,             0.10873,             0.04397,              0.3836,             0.82358,             0.74658,             0.96548,                 0.2,              5.6504,                   0,             0.01335,             0.88934,             0.48358,                   0,             0.09149,             0.55801,                   0,                   0,                   0,                 0.5,             0.92947,                   0,                   0,              2.7241
             0.35796,             0.27223,             0.23937,             0.09626,            0.053607,            0.021018,            0.019351,             0.00794,             0.01148,             0.90105,             0.00046,              3.2144,             0.56716,             0.10542,             0.04364,             0.37685,             0.88145,             0.73178,             0.95358,                 0.2,              5.3941,                   0,             0.01362,             0.87818,             0.43569,                   0,             0.10109,             0.66171,                   0,                   0,                   0,                 0.5,              0.8559,                   0,                   0,              2.4568
              0.3916,             0.28344,             0.23545,            0.096568,            0.031782,            0.021942,            0.020569,             0.00485,                0.01,             0.89095,             0.00065,              3.2144,             0.79413,             0.14788,             0.02511,             0.38891,              1.0079,             0.69632,               1.194,                 0.2,               5.085,                   0,             0.01206,                 0.9,             0.48765,                   0,             0.09714,             0.56361,                   0,                   0,                   0,                 0.5,             0.99983,                   0,                   0,              2.5778
             0.34126,             0.30703,              0.2562,             0.10062,            0.054837,            0.020061,            0.011561,             0.00684,                0.01,             0.90636,             0.00047,              3.1936,             0.70955,             0.10542,             0.04364,             0.20761,              1.0286,             0.71223,              0.8772,                 0.2,               6.777,                   0,             0.01226,                 0.9,             0.31056,                   0,             0.07265,             0.56163,                   0,                   0,                   0,                 0.5,             0.67444,                   0,                   0,              2.1516
             0.43488,              0.3495,             0.29844,             0.10551,            0.053034,              0.0209,            0.018852,             0.00713,                0.01,             0.89957,             0.00047,              3.3278,             0.59807,              0.1065,             0.04348,             0.37685,             0.84671,             0.74658,             0.94147,                 0.2,              5.6978,                   0,             0.01349,             0.89428,             0.48366,                   0,             0.09076,             0.57573,                   0,                   0,                   0,                 0.5,             0.95301,                   0,                   0,              2.7544
             0.37339,             0.28527,             0.25519,            0.098931,            0.055856,            0.020102,            0.017795,             0.00864,                0.01,             0.93937,             0.00044,              3.2144,             0.59807,             0.10787,             0.04364,             0.37756,             0.67622,             0.79445,              0.7499,                 0.2,              6.9427,                   0,              0.0147,             0.74384,             0.48765,                   0,             0.09149,             0.56493,                   0,                   0,                   0,                 0.5,              0.8873,                   0,                   0,                   2
             0.33112,             0.29622,             0.23325,            0.085815,            0.052977,            0.021999,            0.018926,             0.00805,                0.01,             0.89651,             0.00046,              3.0695,             0.57245,             0.11102,             0.04364,             0.37263,             0.84671,             0.74485,             0.95367,                 0.2,              5.6855,                   0,             0.01362,                 0.9,             0.48765,                   0,             0.09149,             0.54844,                   0,                   0,                   0,                 0.5,                   1,                   0,                   0,              2.8553
             0.34603,             0.33489,             0.25351,            0.097152,            0.055118,            0.021786,            0.017537,             0.00735,             0.01057,             0.92387,             0.00046,              3.2144,             0.61992,             0.10013,             0.04364,             0.34763,             0.84671,             0.71123,             0.93836,                 0.2,              6.1141,                   0,             0.01358,                 0.9,             0.48765,                   0,              0.0912,             0.49455,                   0,                   0,                   0,                 0.5,             0.93319,                   0,                   0,              2.1067
              0.4344,             0.30361,             0.27227,             0.10936,            0.053984,            0.021111,            0.020186,             0.00725,                0.01,             0.90636,             0.00045,              3.3292,             0.60737,             0.10695,             0.04446,             0.39793,             0.88708,             0.74658,             0.96676,                 0.2,              5.3424,                   0,             0.01334,                 0.9,             0.47402,                   0,             0.10095,             0.57013,                   0,                   0,                   0,                 0.5,             0.87145,                   0,                   0,              2.5778
